86,8E,9A,70,75,7C,71,6E,73,94,7E,75,7E,65,66,87
84,7A,90,80,80,8A,81,87,A1,93,8F,6F,81,6E,A4,71
81,78,85,84,78,75,85,86,94,92,81,94,87,8A,5D,7A
6B,71,7E,7C,6D,83,62,93,8F,7B,91,95,65,8D,76,80
72,86,6F,86,92,79,96,6A,89,91,8E,80,7B,87,82,77
72,76,87,7E,67,7B,7B,95,92,71,67,7A,A0,81,7F,50
81,79,67,9A,5C,92,7A,8E,8E,75,7D,75,64,8E,AB,88
80,70,74,80,79,83,76,5B,88,80,62,78,85,60,8B,A4
81,90,81,7B,7D,86,72,78,80,78,97,85,6C,7C,89,83
8D,8C,92,88,89,80,67,96,8A,A1,7F,70,73,75,7C,87
87,7E,6E,79,83,8D,8F,8C,66,83,84,87,82,7C,86,89
8A,8B,7C,89,84,7A,72,8E,7D,85,7A,67,6B,83,8B,79
75,75,6D,71,87,7C,7B,72,66,7E,7E,83,72,74,72,8E
78,6F,73,6F,77,75,7D,81,84,7E,7B,81,91,8B,60,63
6E,91,9C,84,86,70,6F,7B,86,7F,71,7C,66,79,85,8F
7B,87,6C,90,78,69,6D,7A,7C,9A,71,71,6F,88,8E,8A
6E,74,8A,90,87,6D,86,7B,78,72,98,73,89,6C,7A,66
A2,8E,80,73,86,7C,6D,89,74,8E,8F,76,89,97,86,6D
94,79,83,8D,6E,76,7C,85,90,8A,8A,7B,56,7B,6C,A7
81,7A,82,92,9F,8A,76,65,66,7E,7A,87,86,86,68,96
79,64,97,6B,7F,7A,9C,82,69,75,8B,77,8D,92,63,6F
7C,A2,88,82,8B,79,7E,7F,7C,81,7F,96,8B,95,7F,88
83,78,73,99,6D,67,71,74,78,7A,97,70,89,8B,7A,7B
7A,9C,87,9E,97,90,7D,7C,88,8A,8A,8B,8A,78,78,83
89,6F,91,94,6D,95,6F,66,7D,64,74,6A,7F,7E,6F,76
66,8D,81,6C,7D,6B,8B,97,59,7D,7D,7C,85,84,84,7E
83,60,75,7C,75,8B,6B,7D,86,6A,7A,83,71,88,74,8A
72,7A,70,71,8F,7C,78,8A,7E,88,8F,73,80,84,72,74
82,75,76,7D,86,9B,8D,7B,89,90,91,92,83,A2,8D,91
85,7E,86,8A,67,6B,86,79,86,56,59,83,7D,72,79,82
7C,9D,93,7E,76,95,7F,97,83,94,8C,78,96,82,92,82
8E,8B,7F,81,64,85,87,92,80,83,72,8B,9B,83,86,7F
8A,98,7B,7C,84,7E,79,91,5E,7C,84,8D,87,7E,8D,6F
75,6A,74,8D,84,8C,79,82,81,7B,7B,80,92,77,81,6E
6D,85,83,73,69,83,85,85,9E,7E,7C,72,78,86,7E,67
85,70,64,83,75,8D,6D,A3,63,6F,7F,89,65,85,67,87
7B,76,7D,81,88,86,82,7B,82,73,8C,89,74,8D,9A,6B
72,9B,7E,71,A1,7A,87,7D,74,86,76,8E,7B,77,76,85
80,77,6E,87,8A,7D,82,87,A9,7E,78,7D,7C,8A,95,70
78,7C,81,76,7D,80,8B,78,6F,94,71,98,77,57,85,6A
6A,77,70,6E,82,81,7F,77,93,66,88,86,78,7D,7C,84
86,95,76,84,82,73,A1,82,75,6C,7B,7C,6F,72,62,50
86,A0,8A,8E,84,79,78,91,8B,81,72,7B,79,7C,7F,65
79,71,6F,67,59,67,78,91,74,85,76,80,7C,72,85,6F
86,76,77,6C,82,8C,6E,87,8D,83,98,97,78,7A,9A,83
7E,84,84,6A,8F,89,84,86,98,88,7B,A4,7F,82,80,7F
86,7D,88,7C,7F,77,7C,77,80,74,83,80,81,83,74,83
6F,7D,94,88,7D,8E,84,5E,7F,74,78,73,90,7B,78,93
82,79,84,91,76,83,70,6E,75,95,8A,66,81,86,79,84
86,6B,67,87,87,7D,7B,6C,5F,8A,89,A8,64,A0,6A,71
5F,6F,88,A3,87,7D,70,96,77,82,74,80,9F,75,8A,8A
93,7F,70,6F,85,A4,7D,90,69,7E,65,95,57,AD,67,6E
6D,7D,8F,9D,76,8C,76,8B,67,99,84,7C,73,98,61,AC
83,84,72,9D,7A,95,78,95,80,AC,59,9C,6A,9C,71,8E
67,9C,87,9F,69,91,72,88,71,8B,72,AF,71,A0,70,89
6F,8A,6F,86,76,7E,69,94,6E,83,6C,85,70,95,70,9D
6A,6B,85,A5,A6,AD,71,7C,72,99,6B,85,58,93,63,99
64,A3,6D,83,69,94,6E,74,78,6B,65,A1,8C,81,79,90
71,9E,6E,8E,5B,96,6F,97,5C,94,9F,7D,8E,91,72,AC
75,91,7F,76,79,9F,98,7E,8C,77,8C,9F,71,84,74,8A
65,8D,5F,98,82,93,6A,88,86,95,61,95,7A,90,75,A3
74,92,5F,7F,75,88,86,87,5F,A4,6A,95,78,74,70,96
7F,7F,78,83,4A,A2,75,7C,85,6A,6E,A5,74,9D,66,69
67,89,62,94,67,81,89,66,74,7A,6A,C8,52,9B,59,8E
5E,98,4D,86,5C,95,42,85,73,9B,70,65,55,86,6A,8F
65,7C,98,79,6D,7D,42,86,7C,6C,75,96,55,A9,8C,7F
88,98,83,8F,78,8C,82,AD,9B,90,77,83,80,82,7A,A2
7D,7F,6A,9A,79,8A,5C,92,7E,93,6E,81,5E,A6,89,7D
54,90,6E,A3,89,86,92,92,8F,B7,80,98,61,94,72,9A
73,90,5D,A9,66,AE,82,A0,73,8C,5D,8F,70,A2,81,97
7B,8A,75,8D,7B,75,74,90,72,A9,62,8E,67,83,64,9A
78,95,69,8F,78,AD,81,70,70,6F,89,96,71,94,6E,A9
7E,9D,79,C1,6F,9B,78,7D,6F,97,75,97,81,A3,7A,87
7C,94,7B,8C,89,9C,7F,AE,73,8E,48,97,56,AE,7D,7D
78,90,64,B3,5A,8B,6A,9A,4E,87,69,87,7F,87,62,9B
67,93,7A,90,63,9D,68,86,5F,AE,73,A5,6D,84,55,8A
70,AB,68,9B,95,8D,7C,84,6D,93,82,7D,68,5A,5C,9A
78,84,5D,A5,5C,C0,72,8F,4D,70,6B,A6,62,A7,67,93
75,BA,74,7C,69,8F,75,82,76,8E,4B,AB,76,93,5B,AA
64,88,77,83,7A,7B,8C,79,91,8C,AB,94,8C,7F,6B,69
77,8A,7F,62,64,6D,8E,8B,84,7C,7C,80,76,97,A1,81
99,83,77,91,90,72,72,89,96,6C,87,8D,7B,92,83,67
76,87,83,72,82,77,80,83,88,7B,87,7A,9B,7F,64,8A
77,7C,77,84,76,81,7C,79,73,68,8E,80,81,60,88,68
70,94,76,77,65,7F,71,85,75,7C,70,89,64,86,79,79
84,84,6D,65,61,76,6E,84,7B,79,96,7F,78,90,69,8C
8B,73,6F,66,74,84,88,92,7F,7F,69,68,8B,5E,6C,73
83,95,99,82,93,77,85,66,93,63,90,73,60,65,7B,9A
87,72,90,76,8E,79,6E,71,5C,67,76,64,7A,71,99,43
7E,53,78,8F,94,75,8E,77,9B,7F,BB,5B,8E,7D,86,65
C8,75,73,7D,8A,88,B6,84,87,7D,75,8C,6F,69,69,80
7C,8D,95,93,82,9E,85,9E,7A,90,74,82,82,B9,80,A3
7F,6F,75,8E,88,8B,80,80,80,68,8D,7D,7B,88,7F,8F
69,8F,89,62,96,75,7F,79,84,75,68,82,5C,7C,63,7F
6E,B2,84,91,8A,5D,8F,73,8D,84,6F,7D,82,84,88,8F
69,87,7D,8A,6A,7A,92,80,78,7E,70,8B,89,89,69,7E
7B,84,72,7F,8F,6E,76,83,84,7D,87,77,7B,9A,A6,87
78,76,6A,76,80,84,7A,94,6C,93,72,8C,98,78,80,86
85,91,78,82,86,8F,8B,8B,61,82,7C,70,87,7E,83,88
79,89,7E,78,76,6B,7E,76,8A,6D,80,89,76,AE,85,7B
7A,70,72,88,75,7A,8A,8D,90,76,74,81,86,7E,83,7F
93,97,7C,96,5E,7E,7B,8D,68,7C,8C,66,8E,94,73,8F
85,84,71,7C,84,7D,71,84,7A,89,71,8B,86,87,8E,7B
68,91,AB,77,88,7E,70,7A,82,99,87,95,97,6D,92,69
87,70,83,8E,73,5A,9E,9B,90,90,7C,85,7F,81,74,68
88,8A,7E,8A,92,66,7E,76,86,9A,74,75,99,99,94,75
75,71,8F,8B,75,77,81,81,84,7C,79,74,87,8F,6E,80
73,7C,84,91,79,85,8E,70,7C,97,90,7B,85,73,87,A1
8F,84,93,99,88,7A,8D,90,8D,8D,7E,91,A0,73,7A,7A
87,78,8B,80,74,8B,93,62,6E,99,6B,87,81,8C,6E,86
7B,81,7E,7D,82,7D,88,7D,75,6C,87,83,81,7D,76,70
87,6F,7F,79,6E,84,6F,84,7A,A1,7F,87,8A,86,79,81
7B,76,8B,7D,74,79,77,77,7E,8B,82,7E,81,81,68,98
83,90,8C,7E,84,7C,7F,95,6F,77,88,91,6A,88,79,8E
9A,79,8C,7A,98,79,7B,7F,76,83,70,7C,73,9F,82,70
73,7A,8E,7E,8A,7D,7C,7F,77,75,82,77,83,8A,86,7D
83,7C,94,89,9E,7D,6D,88,88,79,80,87,8A,86,75,93
71,A0,8E,6D,86,88,73,8C,59,78,73,73,81,72,91,7B
74,7D,81,83,82,7B,8F,91,7E,85,7B,7A,84,80,71,77
8C,78,69,6B,82,8B,83,85,73,76,85,87,8E,71,77,86
7B,7F,9A,7B,7F,87,88,72,9D,69,98,97,7D,71,7B,7B
85,9C,7B,6A,8C,A3,8E,A7,7A,79,88,78,7E,74,92,78
81,68,70,78,A4,81,7D,74,90,88,7C,91,7E,82,7A,77
6F,80,8D,74,70,92,8D,67,8F,65,6C,81,69,62,85,82
7D,95,87,69,84,7A,79,7B,81,6C,7D,99,8A,59,86,77
8B,A5,8B,6C,7C,70,8B,86,70,88,76,92,78,7F,78,84
7C,69,5E,60,84,81,80,77,86,7D,72,76,96,8D,8A,8D
66,81,8D,87,7C,79,84,8B,6C,7F,8F,87,8C,92,70,80
8A,8D,93,91,8B,80,69,6F,86,94,80,8C,85,7F,83,93
82,83,7C,87,7A,86,71,7E,7C,7F,9F,91,67,87,7F,83
7A,76,76,7A,80,91,66,68,76,7F,98,73,89,7D,8B,89
80,72,7A,7F,88,7C,77,8A,82,7F,8E,7D,7F,8A,69,89
8D,6D,98,84,8A,7B,8E,91,88,86,8A,7D,88,A5,91,8F
8C,8F,81,8F,8F,82,7C,63,83,73,86,79,69,7F,6B,8E
84,82,7D,7B,6A,74,6D,81,81,7A,71,8E,68,85,8E,66
8F,7E,82,76,65,87,8E,7F,84,78,6B,73,92,6F,97,7D
6E,86,6D,7F,A1,7B,7D,94,7C,7E,8B,60,75,7E,81,97
81,93,74,90,90,7E,7E,5F,7D,7A,82,8D,70,6A,6E,8F
6C,6D,8C,7E,73,7D,6E,6E,7D,9A,73,8B,57,6A,81,85
8B,85,73,72,8E,86,88,69,85,9A,7B,83,94,87,7C,77
7E,7F,7B,A5,7E,80,75,80,6C,61,77,72,64,6C,87,82
90,77,82,80,83,78,85,5E,82,7F,8C,87,67,9C,88,86
7A,79,8A,64,A8,80,82,7A,93,7F,79,8B,6C,7D,80,65
84,80,71,94,8D,5F,8C,78,89,97,88,8E,91,74,7D,8E
82,7A,82,80,79,76,9E,8A,88,76,5E,89,4E,C7,5C,75
87,8A,73,7B,81,8C,91,82,74,82,7A,75,61,9E,79,C6
72,86,9A,9D,89,6C,7B,83,96,85,8A,74,75,6E,8F,AE
7C,B3,70,79,6F,86,79,87,8D,8A,7B,7B,9A,7C,71,89
C6,C5,96,A0,8D,93,C0,B3,7E,8B,90,8C,89,84,79,67
6B,86,8C,7D,7F,81,94,94,B6,94,4B,73,BE,A1,BF,9E
6C,79,8E,92,90,80,87,93,75,7F,8C,80,7C,77,A9,8F
77,6F,70,88,71,91,80,5F,78,8C,7F,79,76,84,75,7A
80,70,72,8F,9A,83,54,7F,83,90,69,6E,7B,82,97,8B
77,75,75,93,6C,88,87,82,84,7E,85,89,79,84,8A,90
7C,82,87,83,85,77,9B,6E,8F,81,89,77,8D,87,70,80
9F,7E,71,93,8E,88,80,75,7C,80,92,73,7A,86,A7,5F
80,78,7A,8B,7D,74,76,78,84,86,80,8F,93,79,8A,90
78,6F,80,70,87,7B,73,6B,75,79,7C,7F,79,5F,86,8E
80,89,84,72,77,8E,60,81,71,8E,8C,8A,71,80,87,76
7D,8F,83,83,90,89,86,87,89,83,82,86,96,89,79,8B
84,68,82,91,A0,7C,8C,72,73,93,8C,7D,80,83,79,67
72,6E,8D,87,8F,79,78,7F,7B,70,87,7C,94,87,82,80
73,85,8D,82,76,7D,7C,86,75,82,71,75,9A,7A,7A,88
89,81,86,8B,86,7A,8D,7D,6D,A8,89,85,86,87,8C,96
85,90,86,70,9D,6F,7E,7F,6D,89,7A,90,84,89,8B,82
85,7B,6D,7E,86,83,86,7E,6D,82,6B,6F,6C,7C,83,95
85,73,87,75,9A,82,6C,83,6D,6B,75,64,83,51,99,86
8E,95,8B,A3,66,7B,88,88,89,8F,80,77,88,8D,7F,93
5F,90,6B,47,79,80,65,7E,71,96,63,71,83,6E,8A,8D
67,80,68,A2,8C,92,7E,68,7B,81,A8,8D,83,82,79,86
78,7F,63,7B,7B,77,6E,87,7C,78,7D,7A,75,76,8C,96
7D,7B,8D,76,8B,96,79,71,7E,60,7B,66,77,70,75,85
7B,80,64,82,64,82,8A,7F,80,81,8C,94,87,84,7A,77
A4,75,7B,77,74,76,79,62,7F,81,74,6D,8F,85,86,62
7C,62,7D,7B,70,73,92,94,74,72,94,8E,87,85,88,94
8C,97,A2,83,76,8F,76,7C,87,85,7B,6D,7A,85,68,80
82,7B,84,76,82,7A,73,92,94,71,93,76,8B,87,78,93
83,85,73,8D,79,6D,76,88,72,92,6E,63,6B,76,97,75
74,71,8B,53,82,7F,7B,A3,73,8A,8F,8A,82,95,83,86
8F,6E,68,7F,8C,8F,89,81,89,87,87,68,85,7D,6A,8C
78,68,7A,6E,94,75,73,85,88,73,5C,85,6A,A6,83,84
81,68,77,6A,7F,40,66,87,7E,8E,92,0C,00,00,AB,13
7F,6C,75,89,71,3C,26,00,01,00,6D,EA,BE,66,00,35
21,C8,73,87,A4,81,78,57,A0,B0,66,67,9B,2F,1F,00
1A,56,A9,B0,8A,6A,89,97,6E,81,A4,D5,7F,86,87,75
7C,97,8B,80,91,64,00,00,81,79,86,81,6E,65,A4,AB
15,46,12,00,00,4D,CB,D0,46,88,93,84,54,52,00,4A
CA,69,39,80,90,7C,7B,83,93,7D,82,88,81,69,9F,7B
78,8D,B7,6E,84,AA,54,67,8F,A4,7F,9A,8E,5B,7C,6C
81,86,80,90,5B,86,AD,96,8E,7B,90,72,87,7A,68,95
74,7B,7C,84,93,75,84,6A,82,97,8D,84,86,6C,78,80
6C,79,8C,63,86,74,80,72,66,64,72,78,78,7F,67,6C
70,9A,77,87,9B,7B,8B,7A,79,5A,75,6B,72,73,6D,5B
84,92,7B,86,8A,6C,79,A2,6C,82,8D,81,90,74,8A,99
97,73,94,74,6F,8D,9C,7E,6D,AB,79,7A,A6,7C,87,7B
7D,87,5D,9D,83,7F,98,70,60,94,5D,91,77,7F,70,82
89,82,69,8E,81,6A,70,90,5F,9E,5F,75,62,80,89,86
68,87,78,79,68,74,87,7E,80,87,77,6D,95,71,90,87
9F,7E,7E,8A,86,60,7F,75,8C,86,86,62,6D,7C,63,85
8A,74,B0,80,83,7A,7B,75,7F,7B,78,6C,8E,87,8A,78
6F,75,7F,8A,78,66,8B,59,63,83,64,67,82,63,89,87
95,63,7E,66,7A,6A,9D,73,A5,7F,87,78,68,84,66,71
84,6D,7C,87,7D,6C,7D,81,86,7D,58,71,7C,95,72,8F
6E,8C,93,87,6B,8A,7C,92,76,72,81,89,75,8D,85,73
7D,7B,74,6E,82,85,6B,97,70,83,75,92,90,A1,7C,78
64,84,7D,91,85,8D,88,7B,84,6B,80,79,7F,74,82,80
7B,8D,79,77,98,82,95,8C,96,6E,77,73,68,6F,82,6E
73,87,93,8D,84,87,83,88,79,79,6D,71,87,74,77,91
7D,85,7D,96,8B,89,7A,7D,75,84,6E,78,76,9D,79,69
78,94,82,81,78,62,76,90,69,72,76,80,73,82,81,8E
85,7B,5E,76,8C,86,A2,7D,72,91,7F,7B,84,69,7D,7A
73,78,8E,84,7D,88,79,7C,7B,6F,91,6C,93,89,7F,6F
7B,73,6D,76,82,75,6F,77,99,82,89,74,78,6E,82,97
87,75,66,85,6E,78,8F,83,74,82,7A,8D,74,8E,86,7D
80,7C,8D,6F,86,82,83,6F,84,7C,7B,81,83,95,80,82
77,77,90,7D,8C,6B,60,68,9A,7B,8E,88,8B,86,82,80
70,6B,95,8D,70,87,5B,81,81,97,76,99,69,83,98,7B
73,90,87,73,89,89,79,95,86,82,78,8A,78,89,72,8C
86,73,88,76,89,81,93,8E,6F,78,7B,77,97,70,6C,7B
69,8D,91,6F,8C,7D,77,84,81,8F,78,82,8A,8E,84,78
93,7E,8C,95,76,8E,70,8E,57,88,87,91,90,95,87,7C
99,78,77,89,7B,74,75,80,72,90,87,88,79,7D,80,8D
7A,7F,6F,89,74,8D,83,88,70,8B,80,7F,83,73,77,68
70,83,6E,7D,6F,84,7F,79,96,91,6D,8F,67,96,82,94
71,83,75,7F,81,6A,7B,8A,7C,92,80,76,8F,6B,7F,8C
98,75,90,88,77,84,92,78,7B,93,61,8A,76,88,7C,90
6F,78,86,80,A1,88,89,7B,79,8B,73,8E,79,78,76,6F
7F,8A,88,86,70,7A,8A,79,8D,90,84,72,85,7C,71,7D
78,7A,97,7B,76,72,81,92,86,6F,72,80,75,7C,81,83
8B,8D,78,70,74,76,69,77,7E,86,6D,74,96,8B,9A,8C
80,79,90,79,7F,71,83,8E,7E,84,7A,71,69,8F,6D,95
86,7E,81,8D,65,78,82,7C,85,71,74,5E,84,72,78,84
70,8A,89,7D,78,7C,64,71,6F,94,8A,8B,9B,8B,65,97
81,67,81,87,6C,7D,83,7F,7D,88,8D,86,7D,7E,80,68
92,8C,61,77,84,82,A5,84,6E,71,64,6D,81,7B,84,7D
82,82,7B,7B,7C,6F,96,72,95,61,93,68,81,7B,80,98
7F,82,8C,7A,8D,79,79,79,82,84,73,82,92,8E,7A,85
66,95,87,7A,6D,89,68,A2,70,81,8A,8C,87,6E,7C,6E
85,77,8B,90,69,7A,66,7E,67,7D,79,77,75,78,60,81
78,7E,7B,73,72,9C,68,8D,92,80,68,73,61,74,84,72
8A,79,6B,5E,72,82,8D,6A,7D,74,84,79,85,6C,86,90
84,8C,94,99,96,7B,92,9C,81,85,77,76,78,8C,8F,96
92,8C,82,A1,81,83,83,5A,8B,55,7E,74,87,8F,86,83
80,99,98,82,71,7A,69,6B,8D,82,7A,79,7F,7A,89,7F
8A,82,7F,7B,71,62,7A,7B,81,7B,7F,88,6B,88,80,7D
80,80,7E,7F,8C,70,87,7D,A6,8F,91,8A,7E,7A,91,77
92,77,86,86,5F,75,76,81,7B,88,76,7E,95,8A,68,6F
86,88,8E,74,76,6A,73,73,7B,7D,91,87,7B,86,7C,8D
77,95,8D,9B,7C,82,6C,79,83,80,7E,7A,80,79,70,5E
7A,A2,8A,9F,84,66,90,96,95,6B,86,6A,85,87,8A,96
92,7A,A1,8B,81,7C,9F,67,82,74,64,6B,80,8D,75,8E
77,7E,73,8F,79,95,5A,72,83,78,A0,6B,6A,7B,86,86
76,72,78,86,8E,8C,73,75,81,7A,8C,90,91,6E,6F,81
7D,82,74,74,67,7C,79,77,83,89,6F,6F,84,7E,74,86
8A,7F,90,75,67,8E,79,87,63,8B,8F,8A,8F,99,7A,84
7E,73,92,91,7B,6F,90,85,9A,66,92,70,87,7C,8D,75
9A,76,75,9A,80,80,73,6D,78,84,88,6D,72,86,75,9C
7D,9C,86,75,7B,7C,74,90,92,7E,80,90,91,81,7E,88
73,9D,74,79,72,82,6B,94,5B,7D,77,80,8B,89,88,7B
74,79,85,67,71,77,6E,89,7D,79,8E,7C,72,7A,62,73
71,92,7A,9E,87,80,71,69,71,8B,79,78,84,79,88,8F
90,7B,8E,87,77,77,76,99,87,73,7C,79,89,95,7A,71
81,8E,80,8B,75,91,7B,5F,80,71,84,9A,8F,73,92,8F
79,92,8B,7E,89,67,96,89,85,87,63,81,70,86,84,78
84,8D,72,76,65,74,59,87,6F,7A,9F,7A,8E,77,89,70
85,8E,69,75,81,89,89,8D,79,89,71,98,8C,80,90,85
6D,78,6B,91,63,79,86,81,72,7C,72,79,85,99,6C,74
8E,92,7F,96,8C,83,8D,5C,95,7A,6F,7A,72,7E,96,71
87,75,86,98,69,86,81,93,7E,7E,87,79,78,72,86,90
70,86,76,94,8B,82,6E,76,9F,6B,7F,74,96,96,7C,8D
75,79,86,7B,69,8C,99,85,77,84,85,86,A6,86,83,70
7C,8A,93,6C,78,72,84,7C,7A,72,80,75,8A,80,5D,85
7A,7F,66,79,89,8B,8A,93,75,82,86,73,7E,73,92,77
8D,77,80,84,94,6F,91,8F,7C,84,74,77,8C,83,90,8A
78,6D,86,84,76,88,77,72,82,75,7A,76,97,8A,8C,87
8A,74,86,85,7C,97,87,82,76,96,87,8D,A1,92,98,7C
77,7B,81,81,72,7C,63,90,7C,95,74,6F,74,89,84,79
76,79,6C,93,78,76,9F,92,8F,66,7F,7F,82,8B,86,6A
93,87,7E,83,6E,6A,84,71,8E,7B,81,88,9C,85,8B,6B
81,84,88,9B,87,78,74,8D,7D,80,73,74,82,6E,9F,78
71,87,77,81,80,8D,90,5B,7F,8B,79,76,76,84,69,86
7E,63,84,73,88,82,75,83,86,7F,7C,87,6B,5E,89,85
8D,90,8A,83,7F,82,75,8C,90,7C,90,7D,7C,94,8C,7C
82,7B,6D,7A,80,7A,7E,7B,8B,7C,9A,79,80,81,84,76
9D,7B,8B,90,88,70,8B,72,7C,85,92,75,6E,68,7C,72
98,7A,87,7C,83,8E,92,79,7A,67,74,5B,85,60,7A,7B
91,73,75,7C,9A,78,89,74,79,92,80,7A,6D,7F,AF,7D
8A,80,6A,90,7F,82,8B,82,86,6C,5F,78,73,82,8E,8D
71,84,72,89,92,8A,75,84,8D,7C,7E,6F,5F,8A,7C,7A
80,6A,83,8E,83,82,78,7F,7A,97,98,89,7F,95,84,65
A9,6A,7D,81,81,89,9B,90,64,7F,7C,84,7F,7B,7D,99
72,80,86,7C,94,8C,89,83,84,9C,75,9C,88,99,7B,7F
8D,82,85,6E,87,78,7D,7E,6D,7F,7A,8B,7E,79,6F,7F
89,7D,7C,84,84,71,88,93,6E,92,9A,88,76,87,6E,81
7F,8B,92,8C,77,A2,74,A8,83,86,79,85,A8,8B,88,7B
98,80,88,74,7B,77,87,77,81,87,7B,74,7E,7F,9C,86
82,82,8E,8F,77,83,7C,8E,79,83,88,83,74,83,76,83
7E,7F,72,8B,8A,8F,86,7C,6D,7C,70,75,86,80,6B,83
85,8D,66,8C,77,73,8C,78,A2,86,90,6E,6C,79,80,9A
7E,99,76,91,5C,7F,79,70,84,6A,87,86,83,7A,8D,6B
7E,7F,76,7D,91,7F,85,7E,69,82,76,92,7A,7D,86,83
76,67,8D,5F,6E,80,77,87,A9,86,79,79,92,89,77,8C
80,89,82,7C,8B,75,83,79,7F,7C,8B,7F,86,82,70,7A
83,77,9D,71,7E,7C,87,88,74,90,92,68,87,77,6D,85
7B,7A,7C,8A,81,80,93,92,96,6F,93,79,7E,74,7D,91
89,A3,92,76,86,6A,73,73,7B,6B,6A,76,84,74,7C,85
79,80,90,6E,8A,8F,83,76,71,71,8E,68,7F,8A,6E,88
79,6B,7E,8E,77,85,7C,72,7D,7C,67,82,8B,7E,80,7C
5F,7F,7A,6D,8F,85,83,9C,8B,87,71,80,7F,70,76,67
7B,61,9A,92,79,87,83,7C,72,86,65,82,71,A0,7F,8B
83,7B,68,74,6C,8D,68,7C,83,8A,88,90,7D,6C,8C,93
88,6E,78,69,70,77,7F,84,7E,90,80,66,75,73,81,7A
5A,66,79,5E,78,7A,65,7C,7F,7C,83,6D,82,78,60,81
8D,92,6F,8D,77,7C,7A,7A,60,7B,85,82,74,63,64,9A
7C,72,7A,83,8D,96,7A,7C,6F,7C,8F,72,89,86,84,86
66,70,75,79,A4,87,7B,6E,7A,70,8A,6C,78,7D,9A,89
90,93,73,6B,7D,75,7B,7E,7E,7A,71,69,86,76,94,83
7E,77,8F,92,7B,81,7C,81,7F,77,87,78,85,7D,71,74
71,80,7E,92,8B,90,8D,9C,83,70,92,6F,72,80,6E,6E
88,6D,85,5D,7E,6E,57,8C,81,88,88,81,7D,90,71,6F
7C,AA,87,8A,88,76,81,92,96,6E,9B,87,71,74,90,8A
80,7A,7C,83,77,86,64,76,9A,81,8A,87,72,7F,78,86
68,7F,8B,72,87,93,84,84,75,7D,82,8C,83,8C,8B,84
89,9D,7F,83,7E,7B,7D,85,90,8F,78,8E,8C,7D,82,8E
85,88,79,77,83,73,95,93,77,75,69,73,91,91,6F,76
84,74,8B,79,73,6F,6D,7A,81,8D,91,84,74,73,98,84
7D,A1,76,83,7E,71,8F,77,8A,70,9A,6B,57,83,7B,7C
89,6B,7F,85,90,86,7B,6C,8B,81,70,80,80,93,79,8C
8E,85,7B,83,83,73,A7,7C,8A,68,93,81,95,78,8A,8E
7B,7E,6E,69,7C,85,69,81,77,7D,74,6B,73,71,6C,93
6F,A7,82,77,89,81,71,87,68,71,76,8C,71,8B,7E,7A
6B,76,7A,7A,7E,86,7F,7C,89,7E,74,7C,78,85,8A,8A
79,81,79,84,7E,76,87,81,83,82,63,86,8D,89,80,84
80,7A,81,95,95,6D,97,78,68,8D,87,70,78,9B,8B,87
86,8E,8C,A1,80,6E,8D,8C,AD,84,88,59,87,85,83,84
6C,89,79,7C,7A,76,79,70,8E,70,76,85,78,78,72,83
8E,80,7A,71,86,74,7B,7C,67,84,80,7F,7A,8A,90,79
74,81,75,8A,7F,73,9F,89,8F,6F,99,6D,7E,89,7F,83
A1,77,67,88,7C,7E,75,78,91,6F,8D,73,73,7C,80,7E
7E,77,7E,84,76,8D,7B,7C,77,81,65,71,66,88,6E,81
84,7E,84,8A,7E,6D,5E,7F,77,9C,8F,85,74,88,86,8E
6C,88,83,7C,81,94,9D,78,72,79,7D,77,86,63,6A,98
87,66,8B,85,77,98,68,74,7A,6C,6E,7F,99,8F,78,99
8B,91,6E,73,7D,88,9D,88,78,83,71,78,69,90,78,8E
6C,65,80,76,9A,7D,87,79,79,70,85,6E,8E,84,81,8D
82,94,7E,98,73,90,89,6B,77,75,94,8B,89,88,70,8B
81,67,82,6E,7B,90,86,79,82,73,8D,80,97,8A,98,8D
87,68,84,76,84,88,71,69,8C,8C,7D,8E,82,7F,80,86
7B,93,83,78,9F,69,8F,96,97,73,95,79,97,7C,97,7D
7A,74,95,82,90,85,83,7B,89,9C,81,86,8B,87,7C,8B
6D,7E,8E,7F,84,90,8C,78,65,87,7D,9A,83,78,71,8B
8A,80,70,75,6C,70,7D,7E,77,92,5C,74,79,88,79,94
88,91,7C,6A,84,6F,7F,86,61,71,84,73,7D,7A,72,7B
70,6A,7D,79,81,77,82,84,6F,74,60,71,84,76,7C,84
8C,7E,86,6F,8A,76,7D,5B,84,85,9B,90,81,6F,95,7A
86,80,83,81,83,86,7B,78,82,6A,7A,84,72,78,72,74
80,91,86,97,6C,97,6B,99,72,7D,81,5A,7A,6C,61,7B
75,71,72,7A,68,79,94,80,8D,88,86,97,68,85,5E,70
83,81,86,75,87,87,73,81,8B,70,79,76,80,8A,93,7A
7C,73,80,8C,83,71,7A,93,73,86,87,70,8A,7B,9A,8F
93,9D,82,6C,AC,86,97,A3,64,76,7B,82,7C,8F,8C,79
9E,8C,71,88,93,87,96,7D,6D,92,72,87,8E,87,86,76
90,87,8F,84,6B,7F,87,83,88,79,87,88,84,94,8D,9B
83,5D,AD,8A,91,78,83,6D,88,74,5E,78,7C,84,80,90
87,7D,7F,6C,84,6F,6F,89,73,8C,A1,63,80,A3,6C,91
